property_type,state_name,place_name_clean,surface_total_m2_clean,price_usd_per_m2_clean,rooms_clean,keyword_category
PH,Capital Federal,Mataderos,85.0,1941.18,2.0,low
house,Santa Fe,Rosario,151.0,742.83,3.0,high
PH,Capital Federal,Villa Crespo,181.0,1430.94,5.0,low
house,Bs.As. G.B.A. Zona Oeste,Moreno,250.0,123.38,4.0,low
apartment,Bs.As. G.B.A. Zona Oeste,Moreno,65.0,1692.31,3.0,medium
apartment,Capital Federal,Balvanera,84.0,2142.86,1.0,low
apartment,Bs.As. G.B.A. Zona Oeste,Martín Coronado,40.0,1600.0,2.0,low
house,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,300.0,1933.33,4.0,low
house,Bs.As. G.B.A. Zona Sur,Monte Grande,150.0,866.67,3.0,low
house,Buenos Aires Costa Atlántica,Mar del Plata,279.0,788.53,5.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,57.0,1736.84,3.0,medium
apartment,Buenos Aires Costa Atlántica,Mar del Plata,27.0,2092.59,1.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,30.0,1833.33,1.0,low
house,Buenos Aires Costa Atlántica,Mar del Plata,113.0,734.51,4.0,low
PH,Buenos Aires Costa Atlántica,Mar del Plata,90.0,1111.11,4.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,57.0,2017.54,3.0,medium
apartment,Buenos Aires Costa Atlántica,Mar del Plata,38.0,1960.53,2.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,40.0,2125.0,2.0,medium
apartment,Buenos Aires Costa Atlántica,Mar del Plata,76.0,2894.74,3.0,low
apartment,Buenos Aires Costa Atlántica,Pinamar,60.0,2083.33,4.0,low
PH,Bs.As. G.B.A. Zona Norte,Villa Ballester,60.0,833.33,2.0,low
PH,Bs.As. G.B.A. Zona Norte,Villa Ballester,60.0,750.0,2.0,low
PH,Bs.As. G.B.A. Zona Norte,Villa Ballester,120.0,750.0,2.0,medium
house,Bs.As. G.B.A. Zona Oeste,Rafael Castillo,300.0,300.0,2.0,low
store,Bs.As. G.B.A. Zona Oeste,Caseros,60.0,1583.33,1.0,low
apartment,Capital Federal,Caballito,68.0,2185.29,3.0,medium
apartment,Capital Federal,Caballito,49.0,2244.9,2.0,medium
apartment,Capital Federal,Caballito,68.0,2235.29,3.0,medium
apartment,Capital Federal,Caballito,68.0,2279.41,3.0,medium
apartment,Capital Federal,Caballito,68.0,2323.53,3.0,medium
apartment,Capital Federal,Caballito,75.0,2266.67,4.0,low
apartment,Capital Federal,Villa Crespo,64.0,2234.38,3.0,low
house,Capital Federal,Almagro,210.0,1452.38,5.0,low
PH,Capital Federal,Villa General Mitre,259.0,1042.47,4.0,low
apartment,Capital Federal,Congreso,95.0,1842.11,4.0,low
apartment,Capital Federal,Almagro,85.0,2294.12,3.0,low
apartment,Capital Federal,Balvanera,37.0,1837.84,2.0,low
apartment,Capital Federal,Barrio Norte,108.0,2583.33,4.0,low
house,Bs.As. G.B.A. Zona Sur,Crucecita,170.0,1058.82,3.0,medium
apartment,Bs.As. G.B.A. Zona Sur,Avellaneda,243.0,1851.85,5.0,high
apartment,Capital Federal,Recoleta,343.0,1924.2,6.0,medium
apartment,Capital Federal,Caballito,90.0,2444.44,4.0,medium
apartment,Capital Federal,Recoleta,142.0,4084.51,6.0,low
apartment,Capital Federal,Recoleta,96.0,2593.75,4.0,low
apartment,Capital Federal,Recoleta,115.0,2260.87,6.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,43.0,3348.84,2.0,low
house,Río Negro,General Roca,235.0,595.74,4.0,low
apartment,Capital Federal,Caballito,119.0,2268.91,6.0,low
apartment,Capital Federal,Barrio Norte,152.0,3552.63,4.0,low
apartment,Capital Federal,Almagro,260.0,1334.62,5.0,high
PH,Capital Federal,Villa Crespo,50.0,3000.0,3.0,low
PH,Capital Federal,Palermo,65.0,2915.38,2.0,low
apartment,Capital Federal,Nuñez,36.0,4027.78,1.0,low
apartment,Capital Federal,Almagro,108.0,2037.04,4.0,medium
apartment,Capital Federal,Constitución,47.0,1404.26,2.0,low
apartment,Capital Federal,Constitución,54.0,1933.33,1.0,medium
apartment,Capital Federal,Barracas,136.0,1764.71,4.0,medium
apartment,Capital Federal,Barrio Norte,149.0,3020.13,5.0,medium
apartment,Capital Federal,Constitución,47.0,1936.17,1.0,medium
apartment,Capital Federal,Constitución,47.0,1936.17,1.0,medium
apartment,Capital Federal,Constitución,54.0,1955.56,1.0,medium
apartment,Capital Federal,Constitución,54.0,1914.81,1.0,medium
house,Bs.As. G.B.A. Zona Norte,"Barbarita, Barrio Cerrado",256.0,1523.44,4.0,low
apartment,Capital Federal,Constitución,47.0,1914.89,1.0,medium
apartment,Capital Federal,Constitución,47.0,1914.89,1.0,medium
apartment,Capital Federal,Constitución,54.0,1914.81,1.0,medium
apartment,Capital Federal,Constitución,47.0,1957.45,1.0,medium
apartment,Capital Federal,Constitución,47.0,1957.45,1.0,medium
apartment,Capital Federal,Constitución,54.0,1955.56,1.0,medium
apartment,Capital Federal,Constitución,54.0,1937.04,1.0,medium
apartment,Capital Federal,Constitución,47.0,1936.17,1.0,medium
apartment,Capital Federal,Caballito,45.0,2277.78,2.0,low
house,Bs.As. G.B.A. Zona Norte,Pilar,182.0,934.07,3.0,low
apartment,Capital Federal,Constitución,47.0,1978.72,1.0,medium
apartment,Capital Federal,Constitución,54.0,1959.26,1.0,medium
apartment,Capital Federal,Constitución,47.0,2000.0,1.0,medium
apartment,Capital Federal,Constitución,54.0,2000.0,1.0,medium
apartment,Capital Federal,Constitución,47.0,2000.0,1.0,medium
apartment,Capital Federal,Constitución,54.0,2044.44,1.0,medium
apartment,Capital Federal,Constitución,47.0,2021.28,1.0,medium
house,Bs.As. G.B.A. Zona Norte,Nordelta,326.0,2193.25,4.0,medium
apartment,Capital Federal,Constitución,54.0,2066.67,1.0,medium
apartment,Capital Federal,Constitución,47.0,2042.55,1.0,medium
apartment,Capital Federal,Constitución,54.0,2088.89,1.0,medium
apartment,Capital Federal,Constitución,47.0,2063.83,1.0,medium
house,Bs.As. G.B.A. Zona Norte,Laguna del Sol,300.0,2166.67,4.0,medium
house,Bs.As. G.B.A. Zona Norte,Manzanares,110.0,1727.27,3.0,high
house,Bs.As. G.B.A. Zona Norte,Bs.As. G.B.A. Zona Norte,200.0,1085.0,5.0,medium
apartment,Capital Federal,Recoleta,160.0,3093.75,5.0,low
house,Bs.As. G.B.A. Zona Norte,Nordelta,342.0,2777.78,5.0,medium
apartment,Capital Federal,Barrio Norte,134.0,2835.82,5.0,low
apartment,Bs.As. G.B.A. Zona Norte,Pilar,41.0,1829.27,1.0,low
apartment,Capital Federal,Recoleta,189.0,3439.15,6.0,medium
apartment,Capital Federal,Congreso,66.0,1818.18,3.0,low
house,Córdoba,Villa Carlos Paz,130.0,1230.77,2.0,medium
apartment,Capital Federal,Barrio Norte,50.0,2600.0,2.0,low
house,Córdoba,Villa Carlos Paz,250.0,1120.0,4.0,high
apartment,Capital Federal,Palermo,149.0,4006.71,3.0,medium
house,Bs.As. G.B.A. Zona Norte,Maquinista Savio,70.0,1042.86,3.0,medium
house,Córdoba,Villa Santa Cruz del Lago,200.0,450.0,2.0,low
house,Bs.As. G.B.A. Zona Norte,Tigre,180.0,1500.0,4.0,low
apartment,Capital Federal,Belgrano,118.0,2372.88,4.0,medium
house,Córdoba,Córdoba,190.0,619.87,4.0,low
house,Bs.As. G.B.A. Zona Sur,Ezpeleta,282.0,283.69,5.0,low
house,Bs.As. G.B.A. Zona Norte,Nordelta,167.0,1407.19,3.0,medium
apartment,Capital Federal,Recoleta,121.0,2396.69,3.0,low
apartment,Bs.As. G.B.A. Zona Sur,Berazategui,85.0,964.71,4.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,69.0,2260.87,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,132.0,1553.03,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,69.0,2260.87,2.0,medium
house,Bs.As. G.B.A. Zona Norte,Pilar,251.0,1274.9,3.0,low
house,Bs.As. G.B.A. Zona Norte,Beccar,221.0,778.28,5.0,medium
house,Buenos Aires Costa Atlántica,San Bernardo,236.0,317.8,3.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,30.0,2500.0,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,San Martín,127.0,1488.19,6.0,low
house,Buenos Aires Costa Atlántica,Mar del Plata,250.0,660.0,4.0,low
apartment,Capital Federal,Belgrano,206.0,2475.73,6.0,medium
house,Capital Federal,Mataderos,260.0,961.54,4.0,low
apartment,Buenos Aires Costa Atlántica,Plaza Mitre,74.0,2635.14,3.0,medium
apartment,Capital Federal,Constitución,111.0,1549.55,5.0,low
apartment,Capital Federal,Balvanera,85.0,1741.18,4.0,low
apartment,Capital Federal,Once,85.0,1741.18,4.0,low
apartment,Capital Federal,Palermo Hollywood,40.0,2750.0,2.0,low
store,Santa Fe,Roldán,180.0,416.67,1.0,low
house,Bs.As. G.B.A. Zona Norte,Country San Jorge Village,304.0,1907.89,5.0,high
house,Bs.As. G.B.A. Zona Norte,Florida Oeste,200.0,695.0,3.0,medium
apartment,Capital Federal,Villa del Parque,40.0,1850.0,2.0,low
house,Mendoza,San Martín,16.0,1750.0,1.0,low
house,Bs.As. G.B.A. Zona Norte,Pilar,210.0,1404.76,4.0,medium
apartment,Capital Federal,Barracas,69.0,1594.2,4.0,low
apartment,Capital Federal,Belgrano,38.0,2628.95,1.0,low
apartment,Capital Federal,San Nicolás,32.0,2031.25,1.0,low
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,95.0,4105.26,3.0,high
house,Bs.As. G.B.A. Zona Norte,Olivos,200.0,1225.0,2.0,medium
apartment,Buenos Aires Costa Atlántica,Mar del Plata,70.0,2571.43,2.0,medium
house,Buenos Aires Costa Atlántica,Mar del Plata,188.0,851.06,4.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,44.0,1704.55,2.0,low
house,Buenos Aires Costa Atlántica,Mar del Plata,300.0,466.67,4.0,low
house,Buenos Aires Costa Atlántica,Mar del Plata,42.0,1190.48,2.0,low
house,Buenos Aires Costa Atlántica,Mar del Plata,44.0,1068.18,2.0,low
apartment,Tucumán,San Miguel de Tucumán,40.0,1458.32,1.0,low
apartment,Santa Fe,Rosario,88.0,2215.91,2.0,medium
apartment,Santa Fe,Rosario,103.0,2135.92,4.0,medium
